1700300066[198 76 38 67 1 0 2; ]
1700300067[202 77 39 67 1 0 2; ]
1700300068[206 77 39 68 1 0 2; ]
1700300069[210 77 39 68 1 0 2; ]
1700300070[215 77 39 68 1 0 2; ]
1700300071[220 78 39 68 1 0 2; ]
1700300072[223 78 39 68 1 0 2; ]
1700300073[226 78 38 68 1 0 2; ]
1700300074[230 78 38 68 1 0 2; ]
1700300075[233 79 38 68 1 0 2; ]
1700300076[238 79 38 68 1 0 2; ]
1700300077[242 79 38 68 1 0 2; ]
1700300078[248 80 39 68 1 0 2; ]
1700300079[251 80 39 68 1 0 2; ]
1700300080[254 80 38 68 1 0 2; ]
1700300081[257 81 38 70 1 0 2; ]
1700300082[261 82 39 71 1 0 2; ]
1700300083[265 82 39 72 1 0 2; ]
1700300084[268 82 39 73 1 0 2; ]
1700300085[272 80 39 73 1 0 2; ]
1700300086[275 78 39 73 1 0 2; ]
1700300087[278 76 40 73 1 0 2; ]
1700300088[282 75 40 73 1 0 2; ]
1700300089[286 74 40 73 1 0 2; ]
1700300090[290 73 40 74 1 0 2; ]
1700300091[294 72 41 75 1 0 2; ]
1700300092[297 72 41 75 1 0 2; ]
1700300093[300 72 41 75 1 0 2; ]
1700300094[303 73 41 75 1 0 2; ]
1700300095[306 74 41 74 1 0 2; ]
1700300096[309 74 41 74 1 0 2; ]
1700300097[312 74 42 75 1 0 2; ]
1700300098[315 74 42 75 1 0 2; ]
1700300099[318 74 43 75 1 0 2; ]
1700300100[321 74 43 75 1 0 2; ]
1700300101[323 74 44 76 1 0 2; ]
1700300102[326 74 44 76 1 0 2; ]
1700300103[329 74 44 77 1 0 2; ]
1700300104[332 75 44 78 1 0 2; ]
1700300105[334 76 43 79 1 0 2; ]
1700300106[337 78 43 80 1 0 2; ]
1700300107[339 78 43 80 1 0 2; ]
1700300108[341 79 44 80 1 0 2; ]
1700300109[342 80 44 80 1 0 2; ]
1700300110[344 80 45 80 1 0 2; ]
1700300111[345 80 45 80 1 0 2; ]
1700300112[347 79 45 80 1 0 2; ]
1700300113[348 79 45 81 1 0 2; ]
1700300114[349 79 45 81 1 0 2; ]
1700300115[350 79 45 81 1 0 2; ]
1700300116[351 78 44 81 1 0 2; ]
1700300117[352 78 44 82 1 0 2; ]
1700300118[353 79 43 83 1 0 2; ]
1700300119[353 79 43 84 1 0 2; ]
1700300120[353 80 43 86 1 0 2; ]
1700300121[354 80 43 86 1 0 2; ]
1700300122[354 81 43 86 1 0 2; ]
1700300123[354 82 43 86 1 0 2; ]
1700300124[354 83 43 86 1 0 2; ]
1700300125[354 85 43 86 1 0 2; ]
1700300126[354 85 44 86 1 0 2; ]
1700300127[354 85 44 87 1 0 2; ]
1700300128[354 85 45 87 1 0 2; ]
1700300129[354 84 46 88 1 0 2; ]
1700300130[353 84 46 88 1 0 2; ]
1700300131[353 84 46 88 1 0 2; ]
1700300132[353 83 47 89 1 0 2; ]
1700300133[352 82 47 90 1 0 2; ]
1700300134[352 81 48 90 1 0 2; ]
1700300135[351 79 49 91 1 0 2; ]
1700300136[350 78 49 91 1 0 2; ]
1700300137[350 77 49 92 1 0 2; ]
1700300138[349 76 49 92 1 0 2; ]
1700300139[348 75 48 93 1 0 2; ]
1700300140[347 74 48 93 1 0 2; 13 99 16 37 27 1 3; ]
1700300141[345 73 48 93 1 0 2; 12 98 16 36 27 1 3; ]
1700300142[344 72 48 94 1 0 2; 10 98 16 36 27 1 3; ]
1700300143[342 71 49 94 1 0 2; 9 97 15 35 27 1 3; ]
1700300144[340 70 49 94 1 0 2; 7 97 15 35 27 1 3; ]
1700300145[339 70 50 95 1 0 2; 5 96 15 35 27 1 3; ]
1700300146[337 69 50 95 1 0 2; 3 96 15 35 27 1 3; ]
1700300147[335 69 51 96 1 0 2; 1 96 15 35 27 1 3; ]
1700300148[333 68 51 96 1 0 2; ]
1700300149[331 68 51 97 1 0 2; ]
1700300150[329 67 52 98 1 0 2; ]
1700300151[327 67 52 99 1 0 2; ]
1700300152[325 67 52 100 1 0 2; ]
1700300153[323 67 52 100 1 0 2; ]
1700300154[321 68 53 100 1 0 2; ]
1700300155[318 69 53 100 1 0 2; ]
1700300156[316 68 53 101 1 0 2; ]
1700300157[314 67 54 102 1 0 2; ]
1700300158[311 67 55 102 1 0 2; ]
1700300159[308 66 55 103 1 0 2; ]
1700300160[306 65 56 104 1 0 2; ]
1700300161[303 65 57 104 1 0 2; ]
1700300162[300 65 57 105 1 0 2; ]
1700300163[297 64 58 106 1 0 2; ]
1700300164[294 64 58 108 1 0 2; ]
1700300165[291 64 59 110 1 0 2; ]
1700300166[288 63 59 111 1 0 2; ]
1700300167[285 63 60 111 1 0 2; ]
1700300168[282 63 61 111 1 0 2; ]
1700300169[279 63 62 111 1 0 2; ]
1700300170[276 63 63 111 1 0 2; ]
1700300171[272 64 64 111 1 0 2; ]
1700300172[268 64 65 112 1 0 2; ]
1700300173[265 65 66 113 1 0 2; ]
1700300174[261 65 67 113 1 0 2; ]
1700300175[258 63 68 115 1 0 2; 487 115 23 38 4 1 2; ]
1700300176[255 60 68 116 1 0 2; 485 113 22 38 4 1 2; ]
1700300177[251 57 69 117 1 0 2; 483 110 22 39 4 1 2; ]
1700300178[248 55 69 119 1 0 2; 482 108 22 39 4 1 2; ]
1700300179[245 52 70 119 1 0 2; 480 106 23 39 4 1 2; ]
1700300180[242 50 70 120 1 0 2; 479 104 23 39 4 1 2; ]
1700300181[239 48 71 121 1 0 2; 478 104 23 39 4 1 2; ]
1700300182[237 47 71 122 1 0 2; 476 104 23 38 4 1 2; ]
1700300183[234 46 71 124 1 0 2; 475 104 23 38 4 1 2; ]
1700300184[231 45 71 125 1 0 2; 473 104 22 37 4 1 2; ]
1700300185[229 45 71 126 1 0 2; 472 104 22 36 4 1 2; ]
1700300186[227 45 71 126 1 0 2; 471 104 22 36 4 1 2; ]
1700300187[225 44 72 127 1 0 2; 470 104 23 37 4 1 2; ]
1700300188[222 44 72 128 1 0 2; 469 104 23 37 4 1 2; ]
1700300189[220 43 73 129 1 0 2; 467 103 23 38 4 1 2; ]
1700300190[217 42 73 130 1 0 2; 466 103 24 38 4 1 2; ]
1700300191[215 41 74 131 1 0 2; 465 103 24 38 4 1 2; ]
1700300192[212 40 75 132 1 0 2; 464 103 24 39 4 1 2; ]
1700300193[209 39 76 133 1 0 2; 463 103 24 39 4 1 2; ]
1700300194[205 37 77 135 1 0 2; 462 102 24 39 4 1 2; ]
1700300195[202 35 78 137 1 0 2; 460 102 24 40 4 1 2; ]
1700300196[198 33 80 139 1 0 2; 459 101 24 40 4 1 2; ]
1700300197[195 31 81 141 1 0 2; 458 100 24 40 4 1 2; ]
1700300198[191 30 83 142 1 0 2; 456 99 24 40 4 1 2; ]
1700300199[186 29 84 143 1 0 2; 455 98 23 41 4 1 2; ]
1700300200[182 28 86 144 1 0 2; 453 97 23 41 4 1 2; ]
1700300201[178 28 87 146 1 0 2; 452 98 23 41 4 1 2; ]
1700300202[174 28 88 148 1 0 2; 450 99 23 40 4 1 2; ]
1700300203[171 29 88 149 1 0 2; 449 100 24 40 4 1 2; ]
1700300204[167 29 89 151 1 0 2; 447 101 24 40 4 1 2; ]
1700300205[163 30 90 153 1 0 2; 446 103 24 40 4 1 2; ]
1700300206[159 32 90 154 1 0 2; 444 105 24 39 4 0 2; ]
1700300207[155 33 91 156 1 0 2; 443 108 24 39 4 1 2; ]
1700300208[151 33 92 158 1 0 2; 441 110 25 40 4 1 2; ]
1700300209[147 34 92 159 1 0 2; 440 113 25 40 4 1 2; ]
1700300210[143 35 93 161 1 0 2; 439 115 24 40 4 1 2; ]
1700300211[140 35 94 163 1 0 2; 438 117 24 39 4 1 2; ]
1700300212[136 36 94 165 1 0 2; 436 118 25 40 4 1 2; ]
1700300213[132 37 95 166 1 0 2; 434 119 25 41 4 1 2; ]
1700300214[128 37 96 168 1 0 2; 432 120 25 41 4 1 2; ]
1700300215[124 38 96 170 1 0 2; 430 120 25 41 4 1 2; ]
1700300216[120 38 97 171 1 0 2; 430 120 25 42 4 1 2; ]
1700300217[116 37 98 173 1 0 2; 429 121 25 42 4 1 2; ]
1700300218[112 37 99 174 1 0 2; 427 121 24 43 4 1 2; ]
1700300219[108 34 100 176 1 0 2; 426 120 25 43 4 1 2; ]
1700300220[104 31 102 178 1 0 2; 424 119 25 43 4 1 2; ]
1700300221[99 30 103 180 1 0 2; 422 118 26 43 4 1 2; ]
1700300222[94 29 105 183 1 0 2; 421 118 26 43 4 1 2; ]
1700300223[88 27 106 186 1 0 2; 420 118 26 43 4 1 2; ]
1700300224[83 24 108 190 1 0 2; 418 118 25 43 4 1 2; ]
1700300225[77 21 111 194 1 0 2; 417 118 25 43 4 1 2; ]
1700300226[71 20 113 197 1 0 2; 416 118 25 43 4 1 2; ]
1700300227[65 19 115 200 1 0 2; 415 118 25 44 4 1 2; ]
1700300228[59 19 118 203 1 0 2; 413 119 25 44 4 1 2; ]
1700300229[52 18 121 206 1 0 2; 412 119 26 45 4 1 2; ]
1700300230[46 18 124 208 1 0 2; 410 120 26 45 4 1 2; ]
1700300231[40 17 124 210 1 0 2; 409 120 26 45 4 1 2; ]
1700300232[34 15 125 213 1 0 2; 408 120 26 45 4 1 2; ]
1700300233[27 13 127 216 1 0 2; 407 119 26 45 4 1 2; ]
1700300234[21 9 129 221 1 0 2; 405 119 26 45 4 1 2; ]
1700300235[14 4 132 227 1 0 2; 404 118 26 45 4 1 2; ]
1700300236[5 0 135 232 1 0 2; 403 116 26 45 4 1 2; ]
1700300237[402 115 25 45 4 1 2; ]
1700300238[401 115 25 45 4 1 2; ]
1700300239[400 115 25 44 4 1 2; ]
1700300240[400 113 25 45 4 1 2; ]
1700300241[399 111 25 46 4 1 2; ]
1700300242[400 109 25 45 4 1 2; ]
1700300243[400 108 25 45 4 1 2; ]
1700300244[400 108 25 45 4 1 2; ]
1700300245[398 109 25 46 4 1 2; ]
1700300246[397 109 25 46 4 1 2; ]
1700300247[397 109 25 47 4 1 2; ]
1700300248[396 109 25 48 4 1 2; ]
1700300249[396 109 25 48 4 1 2; ]
1700300250[397 110 26 48 4 1 2; ]
1700300251[397 111 26 49 4 1 2; ]
1700300252[397 112 26 49 4 1 2; ]
1700300253[397 113 26 49 4 1 2; ]
1700300254[397 114 26 49 4 1 2; ]
1700300255[397 115 27 49 4 1 2; ]
1700300256[397 116 27 48 4 1 2; ]
1700300257[397 117 27 48 4 1 2; ]
1700300258[397 118 27 48 4 1 2; ]
1700300259[397 119 27 48 4 1 2; ]
1700300260[396 120 27 48 4 1 2; ]
1700300261[396 121 27 49 4 1 2; ]
1700300262[396 122 27 50 4 1 2; ]
1700300263[396 122 27 50 4 1 2; ]
1700300264[396 122 27 50 4 1 2; ]
1700300265[395 120 28 50 4 1 2; ]
1700300266[395 118 28 50 4 1 2; ]
1700300267[395 118 28 50 4 1 2; ]
1700300268[394 118 28 50 4 1 2; ]
1700300269[394 118 28 51 4 1 2; ]
1700300270[393 118 28 51 4 1 2; ]
1700300271[392 118 28 52 4 1 2; ]
1700300272[391 121 28 52 4 1 2; ]
1700300273[390 123 28 52 4 1 2; ]
1700300274[389 123 28 52 4 1 2; ]
1700300275[388 122 28 52 4 1 2; ]
1700300276[387 120 28 53 4 1 2; ]
1700300277[386 117 28 54 4 1 2; ]
1700300278[386 117 28 54 4 1 2; ]
1700300279[384 117 28 54 4 1 2; ]
1700300280[383 118 28 54 4 1 2; ]
1700300281[381 119 28 53 4 1 2; ]
1700300282[380 120 28 53 4 1 2; ]
1700300283[379 120 28 53 4 1 2; ]
1700300284[379 119 28 53 4 1 2; ]
1700300285[379 118 28 53 4 1 2; ]
1700300286[378 118 28 53 4 1 2; ]
1700300287[377 116 28 53 4 1 2; ]
1700300288[375 114 28 52 4 1 2; ]
1700300289[373 114 29 53 4 1 2; ]
1700300290[371 113 29 54 4 1 2; ]
1700300291[369 113 29 55 4 1 2; ]
1700300292[368 113 29 55 4 1 2; ]
1700300293[366 113 29 56 4 1 2; ]
1700300294[364 113 29 56 4 1 2; ]
1700300295[362 113 29 55 4 1 2; ]
1700300296[360 112 29 55 4 1 2; ]
1700300297[358 112 29 55 4 1 2; ]
1700300298[356 112 29 55 4 1 2; ]
1700300299[354 114 29 55 4 1 2; ]
1700300300[351 115 29 55 4 1 2; ]
1700300301[349 116 29 55 4 1 2; ]
1700300302[346 116 29 55 4 1 2; ]
1700300303[343 116 29 55 4 1 2; ]
1700300304[340 116 29 56 4 1 2; ]
1700300305[338 116 29 56 4 1 2; ]
1700300306[334 117 29 56 4 1 2; ]
1700300307[331 117 29 56 4 1 2; ]
1700300308[328 113 29 58 4 1 2; ]
1700300309[325 112 29 58 4 1 2; ]
1700300310[321 111 30 59 4 1 2; ]
1700300311[318 110 30 59 4 1 2; ]
1700300312[315 109 30 59 4 1 2; ]
1700300313[311 108 30 60 4 1 2; ]
1700300314[308 106 30 60 4 1 2; 443 75 67 102 6 0 2; ]
1700300315[305 104 30 60 4 1 2; 439 74 68 100 6 0 2; ]
1700300316[302 102 30 60 4 1 2; 436 73 68 99 6 0 2; ]
1700300317[298 100 30 60 4 1 2; 432 72 69 99 6 0 2; ]
1700300318[295 100 31 61 4 1 2; 429 71 69 100 6 0 2; ]
1700300319[291 100 31 62 4 1 2; 425 73 69 102 6 0 2; ]
1700300320[287 102 32 63 4 1 2; 421 74 69 103 6 0 2; ]
1700300321[284 104 32 63 4 1 2; 417 75 69 104 6 0 2; ]
1700300322[280 106 32 62 4 1 2; 412 76 69 105 6 0 2; ]
1700300323[276 108 32 62 4 1 2; 408 76 69 106 6 0 2; ]
1700300324[272 109 32 62 4 1 2; 403 76 70 107 6 0 2; ]
1700300325[268 110 32 62 4 1 2; 398 77 71 107 6 0 2; ]
1700300326[265 110 32 62 4 1 2; 393 77 73 108 6 0 2; ]
1700300327[261 110 32 62 4 1 2; 388 77 74 108 6 0 2; ]
1700300328[257 110 32 62 4 1 2; 382 77 76 109 6 0 2; ]
1700300329[252 109 32 62 4 1 2; 377 87 41 96 7 0 1; 411 78 44 103 8 0 1; ]
1700300330[248 108 33 63 4 1 2; 372 84 41 98 7 0 1; 407 77 44 106 8 0 1; ]
1700300331[244 107 33 63 4 1 2; 366 81 41 100 7 0 1; 403 76 44 109 8 0 1; ]
1700300332[240 106 33 64 4 1 2; 359 78 41 103 7 0 1; 398 74 44 110 8 0 1; ]
1700300333[235 105 33 64 4 1 2; 351 76 43 106 7 0 1; 394 73 44 111 8 0 1; ]
1700300334[231 103 33 66 4 1 2; 343 73 47 108 7 0 1; 390 71 45 111 8 0 1; ]
1700300335[226 102 33 67 4 1 2; 335 69 51 109 7 0 1; 386 70 45 111 8 0 1; ]
1700300336[223 100 32 66 4 1 2; 328 66 53 109 7 0 1; 381 68 46 112 8 0 1; ]
1700300337[219 99 32 65 4 1 2; 322 64 53 109 7 0 1; 377 66 46 113 8 0 1; ]
1700300338[215 98 32 65 4 1 2; 316 62 53 109 7 0 1; 373 64 47 115 8 0 1; ]
1700300339[211 98 32 65 4 1 2; 311 63 51 109 7 0 1; 368 62 47 117 8 0 1; ]
1700300340[206 99 32 65 4 1 2; 306 63 49 111 7 0 1; 364 61 47 118 8 0 1; ]
1700300341[202 99 32 65 4 1 2; 300 63 48 114 7 0 1; 360 62 48 119 8 0 1; ]
1700300342[198 100 32 65 4 1 2; 294 62 47 116 7 0 1; 355 63 48 119 8 0 1; ]
1700300343[195 101 33 66 4 1 2; 289 62 47 115 7 0 1; 351 65 48 119 8 0 1; ]
1700300344[191 102 33 67 4 1 2; 283 62 46 115 7 0 1; 347 68 48 119 8 0 1; ]
1700300345[188 101 33 67 4 1 2; 278 60 47 117 7 0 1; 342 66 49 121 8 0 1; ]
1700300346[184 99 33 67 4 1 2; 272 59 48 119 7 0 1; 337 65 49 124 8 0 1; ]
1700300347[181 98 33 68 4 1 2; 267 57 49 121 7 0 1; 332 63 50 126 8 0 1; ]
1700300348[177 98 33 69 4 1 2; 261 55 49 122 7 0 1; 328 61 50 127 8 0 1; ]
1700300349[173 97 33 69 4 1 2; 254 54 50 123 7 0 1; 323 59 51 129 8 0 1; ]
1700300350[169 97 33 69 4 1 2; 248 53 50 126 7 0 1; 319 57 51 131 8 0 1; ]
1700300351[164 99 34 69 4 1 2; 242 52 50 128 7 0 1; 315 56 51 132 8 0 1; ]
1700300352[160 100 34 70 4 1 2; 235 51 51 130 7 0 1; 311 57 52 133 8 0 1; ]
1700300353[156 100 34 70 4 1 2; 228 50 53 132 7 0 1; 306 57 52 134 8 0 1; ]
1700300354[152 100 35 70 4 1 2; 220 49 55 133 7 0 1; 302 58 52 135 8 0 1; ]
1700300355[149 100 35 71 4 1 2; 214 48 56 135 7 0 1; 298 58 53 135 8 0 1; ]
1700300356[146 99 35 71 4 1 2; 208 48 56 136 7 0 1; 295 58 53 137 8 0 1; ]
1700300357[143 99 35 71 4 1 2; 203 47 56 137 7 0 1; 291 58 53 138 8 0 1; ]
1700300358[140 99 35 71 4 1 2; 199 46 55 138 7 0 1; 287 57 53 139 8 0 1; ]
1700300359[136 100 35 72 4 1 2; 194 46 55 139 7 0 1; 283 56 54 141 8 0 1; ]
1700300360[132 101 35 72 4 1 2; 188 47 56 141 7 0 1; 279 57 54 142 8 0 1; ]
1700300361[129 102 35 73 4 1 2; 182 48 56 143 7 0 1; 274 57 55 143 8 0 1; ]
1700300362[125 105 36 74 4 1 2; 176 49 57 145 7 0 1; 270 58 56 145 8 0 1; ]
1700300363[122 109 36 74 4 1 2; 170 49 58 148 7 0 1; 265 59 57 148 8 0 1; ]
1700300364[119 111 36 75 4 1 2; 164 50 58 150 7 0 1; 261 60 58 152 8 0 1; ]
1700300365[117 112 37 75 4 1 2; 158 50 59 153 7 0 1; 257 61 59 152 8 0 1; ]
1700300366[114 112 37 76 4 1 2; 152 50 60 155 7 0 1; 252 61 61 153 8 0 1; ]
1700300367[110 112 37 77 4 1 2; 146 50 60 157 7 0 1; 243 61 67 155 8 0 1; ]
1700300368[107 112 37 77 4 1 2; 140 50 61 159 7 0 1; 235 61 71 158 8 0 1; ]
1700300369[104 112 37 78 4 1 2; 134 49 62 161 7 0 1; 234 60 68 161 8 0 1; ]
1700300370[101 112 37 77 4 1 2; 128 48 63 163 7 0 1; 232 59 65 164 8 0 1; ]
1700300371[98 112 37 77 4 1 2; 122 47 63 165 7 0 1; 227 58 67 166 8 0 1; ]
1700300372[95 112 37 77 4 1 2; 116 44 64 168 7 0 1; 220 57 70 168 8 0 1; ]
1700300373[92 112 37 77 4 1 2; 110 41 65 172 7 0 1; 215 55 69 170 8 0 1; ]
1700300374[90 109 37 79 4 1 2; 104 37 66 175 7 0 1; 210 52 67 171 8 0 1; ]
1700300375[97 32 68 181 7 0 1; 205 49 69 174 8 0 1; ]
1700300376[90 29 71 185 7 0 1; 200 45 70 177 8 0 1; ]
1700300377[81 26 73 187 7 0 1; 195 42 71 180 8 0 1; ]
1700300378[70 24 78 188 7 0 1; 190 40 72 183 8 0 1; ]
1700300379[60 22 81 190 7 0 1; 184 39 74 186 8 0 1; ]
1700300380[55 20 79 193 7 0 1; 179 37 75 189 8 0 1; ]
1700300381[50 18 76 197 7 0 1; 173 36 76 192 8 0 1; ]
1700300382[44 16 76 201 7 0 1; 168 35 76 196 8 0 1; ]
1700300383[37 15 76 204 7 0 1; 162 33 77 199 8 0 1; ]
1700300384[30 12 75 207 7 0 1; 157 30 77 203 8 0 1; ]
1700300385[22 9 75 211 7 0 1; 152 27 77 207 8 0 1; ]
1700300386[13 3 77 216 7 0 1; 146 24 78 211 8 0 1; ]
1700300387[140 20 78 215 8 0 1; 51 98 37 82 11 1 2; ]
1700300388[133 15 80 220 8 0 1; 46 95 39 84 11 1 2; ]
1700300389[126 10 81 226 8 0 1; 41 93 41 86 11 1 2; ]
1700300390[113 8 89 230 8 0 1; 36 92 42 87 11 1 2; ]
1700300391[101 6 96 235 8 0 1; 31 92 42 88 11 1 2; ]
1700300392[90 4 100 239 8 0 1; 27 92 43 89 11 1 2; ]
1700300393[80 3 102 244 8 0 1; 23 92 43 89 11 1 2; ]
1700300394[72 2 101 247 8 0 1; 19 92 43 90 11 1 2; ]
1700300395[66 1 99 251 8 0 1; 15 91 43 90 11 1 2; ]
1700300396[58 0 99 256 8 0 1; 10 91 44 91 11 1 2; ]
1700300397[6 90 45 91 11 1 2; ]
1700300398[1 89 45 91 11 1 2; ]
1700300399[]
1700300400[]
1700300401[]
1700300402[]
1700300403[]
1700300404[]
1700300405[]
1700300406[]
1700300407[]
1700300408[]
1700300409[]
1700300410[]
1700300411[]
1700300412[]
1700300413[]
1700300414[]
1700300415[]
1700300416[]
1700300417[]
1700300418[]
1700300419[474 90 35 95 9 0 1; ]
1700300420[473 90 36 95 9 0 1; ]
1700300421[472 90 36 96 9 0 1; ]
1700300422[470 90 36 96 9 0 1; ]
1700300423[469 90 36 96 9 0 1; ]
1700300424[468 88 36 97 9 0 1; ]
1700300425[466 86 37 99 9 0 1; ]
1700300426[465 83 37 100 9 0 1; ]
1700300427[463 81 37 100 9 0 1; ]
1700300428[462 80 37 100 9 0 1; ]
1700300429[461 79 37 100 9 0 1; ]
1700300430[459 79 37 100 9 0 1; ]
1700300431[458 78 36 100 9 0 1; ]
1700300432[456 82 38 100 9 0 1; ]
1700300433[454 84 39 100 9 0 1; ]
1700300434[453 85 40 100 9 0 1; ]
1700300435[451 85 40 101 9 0 1; ]
1700300436[450 85 41 101 9 0 1; ]
1700300437[448 84 41 102 9 0 1; ]
1700300438[446 84 41 102 9 0 1; ]
1700300439[445 84 42 102 9 0 1; ]
1700300440[443 83 42 103 9 0 1; ]
1700300441[441 83 42 103 9 0 1; ]
1700300442[440 83 43 104 9 0 1; ]
1700300443[438 82 42 104 9 0 1; ]
1700300444[437 81 42 105 9 0 1; ]
1700300445[436 81 41 106 9 0 1; ]
1700300446[436 80 41 106 9 0 1; ]
1700300447[434 80 41 107 9 0 1; ]
1700300448[432 80 41 108 9 0 1; ]
1700300449[429 80 41 109 9 0 1; ]
1700300450[427 81 41 109 9 0 1; 468 89 43 104 10 0 1; ]
1700300451[425 83 41 109 9 0 1; 466 91 43 104 10 0 1; ]
1700300452[422 85 41 109 9 0 1; 464 94 43 104 10 0 1; ]
1700300453[420 86 41 109 9 0 1; 462 95 43 104 10 0 1; ]
1700300454[417 85 41 109 9 0 1; 459 94 43 105 10 0 1; ]
1700300455[415 85 41 109 9 0 1; 457 93 43 106 10 0 1; ]
1700300456[412 83 41 110 9 0 1; 454 92 43 107 10 0 1; ]
1700300457[409 83 41 110 9 0 1; 452 91 43 109 10 0 1; ]
1700300458[406 82 41 111 9 0 1; 449 90 43 109 10 0 1; ]
1700300459[404 81 41 111 9 0 1; 447 89 44 110 10 0 1; ]
1700300460[401 81 41 111 9 0 1; 444 88 44 110 10 0 1; ]
1700300461[398 80 41 112 9 0 1; 441 87 44 111 10 0 1; ]
1700300462[394 79 42 114 9 0 1; 438 87 45 113 10 0 1; ]
1700300463[391 78 42 116 9 0 1; 435 87 45 115 10 0 1; ]
1700300464[388 78 43 117 9 0 1; 432 87 46 116 10 0 1; ]
1700300465[385 77 43 118 9 0 1; 429 86 47 116 10 0 1; ]
1700300466[381 76 43 118 9 0 1; 426 86 47 116 10 0 1; ]
1700300467[378 74 44 118 9 0 1; 423 85 48 116 10 0 1; ]
1700300468[375 74 44 118 9 0 1; 420 84 48 116 10 0 1; ]
1700300469[371 73 45 118 9 0 1; 417 83 49 116 10 0 1; ]
1700300470[368 73 45 119 9 0 1; 414 82 49 117 10 0 1; ]
1700300471[365 73 45 119 9 0 1; 412 81 49 118 10 0 1; ]
1700300472[361 73 46 119 9 0 1; 409 80 49 119 10 0 1; ]
1700300473[358 72 46 120 9 0 1; 407 78 49 119 10 0 1; ]
1700300474[355 69 47 121 9 0 1; 404 76 50 119 10 0 1; ]
1700300475[351 66 47 123 9 0 1; 402 75 50 118 10 0 1; ]
1700300476[348 63 48 125 9 0 1; 399 73 50 117 10 0 1; ]
1700300477[346 61 47 125 9 0 1; 397 70 50 118 10 0 1; ]
1700300478[344 59 47 125 9 0 1; 394 67 51 119 10 0 1; ]
1700300479[341 57 47 125 9 0 1; 391 65 51 120 10 0 1; ]
1700300480[339 54 46 126 9 0 1; 388 65 51 121 10 0 1; ]
1700300481[336 53 45 128 9 0 1; 384 65 51 121 10 0 1; ]
1700300482[333 53 45 131 9 0 1; 381 65 51 122 10 0 1; ]
1700300483[330 53 44 133 9 0 1; 378 65 50 122 10 0 1; ]
1700300484[326 55 45 133 9 0 1; 374 66 51 123 10 0 1; ]
1700300485[322 58 45 133 9 0 1; 371 68 51 124 10 0 1; ]
1700300486[318 61 46 132 9 0 1; 368 70 51 125 10 0 1; ]
1700300487[314 62 46 132 9 0 1; 365 71 51 126 10 0 1; ]
1700300488[310 63 47 132 9 0 1; 362 72 51 127 10 0 1; ]
1700300489[306 63 47 133 9 0 1; 359 72 51 128 10 0 1; ]
1700300490[301 63 48 134 9 0 1; 356 73 51 130 10 0 1; ]
1700300491[297 63 48 135 9 0 1; 353 73 51 131 10 0 1; 444 67 66 125 15 0 2; ]
1700300492[293 63 49 136 9 0 1; 349 73 53 133 10 0 1; 441 68 67 125 15 0 2; ]
1700300493[289 64 49 136 9 0 1; 345 73 54 135 10 0 1; 437 68 67 126 15 0 2; ]
1700300494[286 64 49 137 9 0 1; 341 73 56 136 10 0 1; 433 68 68 127 15 0 2; ]
