1500600001[]
1500600002[]
1500600044[50 77 20 39 1 1 0; 452 81 17 31 5 0 0; ]
1500600045[50 77 20 39 1 1 0; 452 81 17 31 5 0 0; ]
1500600046[50 77 20 39 1 1 0; 452 81 17 31 5 0 0; ]
1500600047[51 77 20 39 1 1 0; 452 81 17 31 5 0 0; ]
1500600048[51 77 21 39 1 1 0; 452 81 17 31 5 0 0; ]
1500600049[51 77 21 39 1 1 0; 452 81 17 31 5 0 0; ]
1500600050[51 77 21 39 1 1 0; 452 81 17 31 5 0 0; ]
1500600051[51 77 21 39 1 1 0; 452 81 17 31 5 0 0; ]
1500600052[51 77 21 39 1 1 0; 452 82 17 31 5 0 0; ]
1500600053[51 76 21 40 1 1 0; 452 82 17 31 5 0 0; ]
1500600054[51 76 21 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600055[51 76 21 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600056[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600057[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600058[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600059[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600060[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600061[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600062[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600063[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600064[51 76 22 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600065[51 76 23 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600066[51 76 23 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600067[51 76 23 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600068[51 76 23 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600069[51 76 23 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600070[51 76 23 40 1 1 0; 452 82 17 30 5 0 0; ]
1500600071[51 75 23 41 1 1 0; 452 82 17 30 5 0 0; ]
1500600072[51 75 23 41 1 1 0; 452 82 17 30 5 0 0; ]
1500600073[52 75 23 41 1 1 0; 452 82 17 30 5 0 0; ]
1500600074[52 75 23 41 1 1 0; 452 82 17 30 5 0 0; ]
1500600075[52 75 23 41 1 1 0; 452 82 17 30 5 0 0; ]
1500600076[53 75 23 41 1 1 0; 452 82 17 30 5 0 0; ]
1500600077[53 75 23 41 1 1 0; 452 82 17 30 5 0 0; ]
1500600078[54 75 23 41 1 1 0; 451 82 17 30 5 0 0; ]
1500600079[54 75 23 41 1 1 0; 451 82 17 30 5 0 0; ]
1500600080[55 75 23 41 1 1 0; 451 82 17 30 5 0 0; ]
1500600081[56 75 23 42 1 1 0; 451 82 17 30 5 0 0; ]
1500600082[56 75 23 42 1 1 0; 451 82 17 30 5 0 0; ]
1500600083[57 75 23 42 1 1 0; 451 82 17 30 5 0 0; ]
1500600084[58 75 24 42 1 1 0; 450 82 17 30 5 0 0; ]
1500600085[59 74 24 42 1 1 0; 450 82 17 30 5 0 0; ]
1500600086[60 74 24 42 1 1 0; 450 82 17 30 5 0 0; ]
1500600087[61 74 24 43 1 1 0; 450 82 17 30 5 0 0; ]
1500600088[62 74 24 43 1 1 0; 450 82 17 30 5 0 0; ]
1500600089[63 74 24 43 1 1 0; 449 82 17 30 5 0 0; ]
1500600090[65 74 24 43 1 1 0; 449 82 18 30 5 0 0; ]
1500600091[66 74 24 43 1 1 0; 449 82 18 30 5 0 0; ]
1500600092[67 74 24 44 1 1 0; 449 82 18 30 5 0 0; ]
1500600093[69 74 25 44 1 1 0; 448 82 18 30 5 0 0; ]
1500600094[70 74 25 44 1 1 0; 448 81 18 30 5 0 0; ]
1500600095[71 73 25 44 1 1 0; 448 81 18 30 5 0 0; ]
1500600096[73 73 25 44 1 1 0; 447 81 18 30 5 0 0; ]
1500600097[74 73 25 44 1 1 0; 447 81 18 30 5 0 0; ]
1500600098[76 73 25 44 1 1 0; 447 81 18 30 5 0 0; ]
1500600099[78 73 25 45 1 1 0; 447 81 18 30 5 0 0; ]
1500600100[80 73 24 45 1 1 0; 446 81 18 30 5 0 0; ]
1500600101[82 73 24 45 1 1 0; 446 81 18 30 5 0 0; ]
1500600102[84 73 24 45 1 1 0; 446 81 18 31 5 0 0; ]
1500600103[86 73 24 45 1 1 0; 446 81 18 31 5 0 0; ]
1500600104[88 73 24 45 1 1 0; 446 81 18 31 5 0 0; ]
1500600105[90 73 24 45 1 1 0; 445 81 18 31 5 0 0; ]
1500600106[92 73 24 45 1 1 0; 445 81 18 31 5 0 0; ]
1500600107[93 73 24 45 1 1 0; 445 81 18 31 5 0 0; ]
1500600108[95 73 24 45 1 1 0; 445 81 18 31 5 0 0; ]
1500600109[96 73 24 45 1 1 0; 445 81 18 31 5 0 0; ]
1500600110[98 73 24 45 1 1 0; 445 81 18 31 5 0 0; ]
1500600111[100 73 24 45 1 1 0; 444 81 18 31 5 0 0; ]
1500600112[101 73 24 46 1 1 0; 444 81 18 31 5 0 0; ]
1500600113[103 72 25 46 1 1 0; 444 81 18 31 5 0 0; ]
1500600114[105 72 25 46 1 1 0; 444 81 18 31 5 0 0; ]
1500600115[107 72 25 46 1 1 0; 444 81 18 31 5 0 0; ]
1500600116[109 72 25 46 1 1 0; 444 81 18 31 5 0 0; ]
1500600117[110 72 25 46 1 1 0; 443 81 18 31 5 0 0; ]
1500600118[112 72 25 46 1 1 0; 443 81 18 31 5 0 0; ]
1500600119[114 72 25 46 1 1 0; 443 81 18 31 5 0 0; ]
1500600120[116 72 25 46 1 1 0; 443 81 18 31 5 0 0; ]
1500600121[118 72 25 46 1 1 0; 443 81 18 31 5 0 0; ]
1500600122[120 72 25 46 1 1 0; 443 81 18 31 5 0 0; ]
1500600123[122 72 25 46 1 1 0; 443 81 18 31 5 0 0; ]
1500600124[125 72 25 46 1 1 0; 442 81 18 31 5 0 0; ]
1500600125[127 72 26 46 1 1 0; 442 81 18 31 5 0 0; ]
1500600126[129 72 26 46 1 1 0; 442 81 18 31 5 0 0; ]
1500600127[131 72 26 46 1 1 0; 442 81 18 31 5 0 0; ]
1500600128[133 72 26 46 1 1 0; 442 81 18 31 5 0 0; ]
1500600129[135 72 26 46 1 1 0; 442 81 18 31 5 0 0; ]
1500600130[138 72 26 46 1 1 0; 441 81 18 31 5 0 0; ]
1500600131[140 72 26 46 1 1 0; 441 81 18 31 5 0 0; ]
1500600132[142 72 26 46 1 1 0; 441 81 18 31 5 0 0; ]
1500600133[144 72 26 46 1 1 0; 441 81 18 32 5 0 0; ]
1500600134[147 72 26 46 1 1 0; 441 82 18 32 5 0 0; ]
1500600135[149 72 26 46 1 1 0; 441 82 18 32 5 0 0; ]
1500600136[151 72 26 46 1 1 0; 441 82 18 32 5 0 0; ]
1500600137[154 72 26 46 1 1 0; 440 82 17 32 5 0 0; ]
1500600138[156 72 26 46 1 1 0; 440 82 17 32 5 0 0; ]
1500600139[159 72 26 46 1 1 0; 440 82 17 32 5 0 0; ]
1500600140[161 72 26 46 1 1 0; 440 82 17 32 5 0 0; ]
1500600141[164 72 26 46 1 1 0; 440 82 17 32 5 0 0; ]
1500600142[166 72 26 46 1 1 0; 479 72 31 53 2 0 0; 440 82 17 32 5 0 0; ]
1500600143[169 72 26 47 1 1 0; 477 72 31 53 2 0 0; 440 82 17 32 5 0 0; ]
1500600144[172 72 26 47 1 1 0; 474 72 31 53 2 0 0; 440 82 17 32 5 0 0; ]
1500600145[174 72 26 47 1 1 0; 472 72 31 53 2 0 0; 439 82 17 32 5 0 0; ]
1500600146[177 72 26 47 1 1 0; 470 72 31 53 2 0 0; 439 82 17 32 5 0 0; ]
1500600147[180 72 26 47 1 1 0; 468 72 31 53 2 0 0; 439 82 17 32 5 0 0; ]
1500600148[183 72 26 47 1 1 0; 465 72 31 53 2 0 0; 439 82 16 32 5 0 0; ]
1500600149[186 72 26 47 1 1 0; 463 72 31 53 2 0 0; 439 82 16 32 5 1 0; ]
1500600150[189 72 27 47 1 1 0; 461 72 31 53 2 0 0; 439 82 16 32 5 1 0; ]
1500600151[192 72 27 47 1 1 0; 459 72 31 53 2 0 0; 438 82 16 32 5 1 0; ]
1500600152[195 72 27 47 1 1 0; 456 72 31 53 2 0 0; 438 82 16 32 5 1 0; ]
1500600153[198 72 27 47 1 1 0; 454 73 31 53 2 0 0; 438 82 16 32 5 1 0; ]
1500600154[201 72 27 47 1 0 0; 452 73 31 53 2 0 0; 437 82 16 32 5 1 0; ]
1500600155[204 72 27 47 1 0 0; 450 73 31 53 2 0 0; 437 82 16 31 5 1 0; ]
1500600156[207 72 27 47 1 0 0; 447 73 31 53 2 0 0; 437 82 15 31 5 1 0; ]
1500600157[210 72 27 47 1 0 0; 445 73 31 53 2 0 0; 437 82 15 31 5 1 0; ]
1500600158[214 72 27 47 1 0 0; 443 73 31 53 2 0 0; 436 82 15 31 5 1 0; ]
1500600159[217 72 27 47 1 0 0; 441 73 31 53 2 0 0; 436 82 15 31 5 1 0; ]
1500600160[220 73 27 47 1 0 0; 438 73 31 53 2 0 0; 436 82 15 31 5 1 0; ]
1500600161[223 73 27 47 1 0 0; 436 73 31 53 2 0 0; 435 82 15 31 5 1 0; ]
1500600162[227 73 27 47 1 0 0; 434 73 31 54 2 0 0; 435 82 14 31 5 1 0; ]
1500600163[230 73 27 47 1 0 0; 431 73 31 54 2 0 0; ]
1500600164[233 73 27 47 1 0 0; 429 73 31 54 2 0 0; ]
1500600165[237 73 28 47 1 0 0; 427 73 31 54 2 0 0; ]
1500600166[240 73 28 47 1 0 0; 425 73 31 54 2 0 0; ]
1500600167[244 73 28 47 1 0 0; 422 73 31 54 2 0 0; ]
1500600168[247 73 28 47 1 0 0; 420 73 31 54 2 0 0; ]
1500600169[251 73 28 47 1 0 0; 418 73 31 54 2 0 0; ]
1500600170[254 73 28 47 1 0 0; 416 73 31 54 2 0 0; ]
1500600171[258 73 28 48 1 0 0; 413 73 31 54 2 0 0; ]
1500600172[262 73 28 48 1 0 0; 411 73 31 54 2 0 0; ]
1500600173[265 73 28 48 1 0 0; 409 73 31 54 2 0 0; ]
1500600174[269 73 28 48 1 0 0; 406 73 31 54 2 0 0; ]
1500600175[273 73 28 48 1 0 0; 404 73 31 54 2 0 0; 430 83 16 32 6 0 0; ]
1500600176[276 73 28 48 1 0 0; 402 73 31 54 2 0 0; 429 83 16 32 6 0 0; ]
1500600177[280 73 28 48 1 0 0; 400 73 31 54 2 0 0; 429 83 16 32 6 0 0; ]
1500600178[284 74 28 48 1 0 0; 397 73 31 54 2 0 0; 428 83 16 32 6 0 0; ]
1500600179[288 74 28 48 1 0 0; 395 73 31 54 2 0 0; 428 83 16 32 6 0 0; ]
1500600180[292 74 28 48 1 0 0; 393 73 31 54 2 0 0; 428 83 16 32 6 0 0; ]
1500600181[296 74 28 48 1 0 0; 391 73 31 54 2 0 0; 427 83 16 32 6 0 0; ]
1500600182[300 74 28 48 1 0 0; 388 73 31 54 2 0 0; 427 83 16 32 6 0 0; ]
1500600183[303 74 28 48 1 0 0; 386 73 31 54 2 0 0; 426 83 16 32 6 0 0; ]
1500600184[307 74 28 48 1 0 0; 384 73 31 54 2 0 0; 426 83 16 32 6 0 0; ]
1500600185[311 74 28 48 1 0 0; 381 73 31 54 2 0 0; 425 83 16 32 6 0 0; ]
1500600186[315 74 28 48 1 0 0; 379 73 31 54 2 0 0; 425 83 16 32 6 0 0; ]
1500600187[320 74 28 48 1 0 0; 377 73 31 54 2 0 0; 425 83 16 32 6 0 0; ]
1500600188[324 74 28 48 1 0 0; 374 73 31 54 2 0 0; 424 83 16 32 6 0 0; ]
1500600189[329 74 28 48 1 0 0; 372 73 31 54 2 0 0; 424 83 16 32 6 0 0; ]
1500600190[333 74 28 48 1 0 0; 370 73 31 54 2 0 0; 423 83 16 31 6 0 0; ]
1500600191[337 74 28 48 1 0 0; 368 73 31 54 2 0 0; 423 83 16 31 6 0 0; ]
1500600192[341 74 28 48 1 0 0; 365 73 31 54 2 0 0; 423 83 16 31 6 0 0; ]
1500600193[345 74 28 48 1 0 0; 363 73 31 54 2 0 0; 422 83 17 31 6 0 0; ]
1500600194[349 74 28 48 1 0 0; 360 73 31 54 2 0 0; 422 83 17 31 6 0 0; ]
1500600195[353 74 27 48 1 1 0; 358 73 31 54 2 0 0; 421 83 17 31 6 0 0; ]
1500600196[356 73 31 55 2 0 0; 421 83 17 31 6 0 0; ]
1500600197[353 73 31 55 2 0 0; 420 83 17 31 6 0 0; ]
1500600198[351 73 31 55 2 0 0; 420 83 17 31 6 0 0; 366 72 27 50 8 1 0; ]
1500600199[349 73 31 55 2 0 0; 420 83 17 31 6 0 0; 370 72 27 50 8 0 0; ]
1500600200[346 73 31 55 2 0 0; 419 83 17 31 6 0 0; 375 72 28 50 8 0 0; ]
1500600201[344 73 31 55 2 0 0; 419 83 17 31 6 0 0; 379 72 28 50 8 0 0; ]
1500600202[341 73 31 55 2 0 0; 418 83 17 31 6 0 0; 383 72 28 50 8 0 0; ]
1500600203[339 73 31 55 2 0 0; 418 83 17 31 6 0 0; 388 72 28 50 8 0 0; ]
1500600204[337 73 31 55 2 0 0; 418 83 17 31 6 0 0; 392 72 28 50 8 0 0; ]
1500600205[334 73 31 55 2 0 0; 417 83 17 31 6 0 0; 396 71 29 50 8 0 0; ]
1500600206[332 73 31 55 2 0 0; 415 83 20 34 6 0 0; 401 71 29 51 8 0 0; ]
1500600207[329 73 31 55 2 0 0; 415 83 20 34 6 0 0; 405 71 29 51 8 0 0; ]
1500600208[327 73 31 55 2 0 0; 409 71 29 51 8 0 0; ]
1500600209[324 73 31 55 2 0 0; 414 71 29 51 8 0 0; ]
1500600210[322 73 31 55 2 0 0; 418 71 29 51 8 0 0; ]
1500600211[319 73 31 55 2 0 0; 423 71 29 51 8 0 0; ]
1500600212[317 73 31 55 2 0 0; 427 71 29 51 8 0 0; ]
1500600213[314 73 31 55 2 0 0; 431 71 29 51 8 0 0; ]
1500600214[312 73 31 55 2 0 0; 436 71 29 51 8 0 0; ]
1500600215[309 73 31 55 2 0 0; 440 71 29 51 8 0 0; ]
1500600216[307 73 31 55 2 0 0; 445 71 29 51 8 0 0; ]
1500600217[304 73 31 55 2 0 0; 449 71 29 51 8 0 0; ]
1500600218[302 73 31 55 2 0 0; 454 71 29 51 8 0 0; ]
1500600219[299 73 31 55 2 0 0; 458 71 29 51 8 0 0; ]
1500600220[296 73 31 56 2 0 0; 463 71 29 51 8 0 0; ]
1500600221[294 73 31 56 2 0 0; 467 71 29 51 8 0 0; ]
1500600222[291 73 31 56 2 0 0; 471 71 29 51 8 0 0; ]
1500600223[288 73 31 56 2 0 0; 476 71 29 51 8 0 0; ]
1500600224[286 73 31 56 2 0 0; 480 71 29 51 8 0 0; ]
1500600225[283 73 31 56 2 0 0; ]
1500600226[280 73 31 56 2 0 0; ]
1500600227[278 73 31 56 2 0 0; ]
1500600228[275 73 31 56 2 0 0; ]
1500600229[272 73 31 56 2 0 0; ]
1500600230[269 73 31 56 2 0 0; ]
1500600231[267 73 31 56 2 0 0; ]
1500600232[264 73 31 56 2 0 0; ]
1500600233[261 73 31 56 2 0 0; ]
1500600234[258 73 31 56 2 0 0; ]
1500600235[255 73 31 56 2 0 0; ]
1500600236[253 73 31 56 2 0 0; ]
1500600237[250 73 31 56 2 0 0; ]
1500600238[247 73 31 56 2 0 0; ]
1500600239[244 73 31 56 2 0 0; ]
1500600240[241 73 31 56 2 0 0; ]
1500600241[238 73 31 57 2 0 0; ]
1500600242[235 73 31 57 2 0 0; ]
1500600243[232 73 31 57 2 0 0; ]
1500600244[229 73 31 57 2 0 0; ]
1500600245[226 73 31 57 2 0 0; ]
1500600246[223 73 31 57 2 0 0; ]
1500600247[219 73 31 57 2 0 0; ]
1500600248[216 73 31 57 2 0 0; ]
1500600249[213 73 31 57 2 0 0; ]
1500600250[210 73 31 57 2 0 0; ]
1500600251[207 73 31 57 2 0 0; ]
1500600252[203 72 31 57 2 0 0; ]
1500600253[200 72 31 57 2 0 0; ]
1500600254[197 72 31 57 2 0 0; ]
1500600255[193 72 31 57 2 0 0; 479 64 30 71 3 0 0; ]
1500600256[190 72 31 57 2 0 0; 474 64 30 71 3 0 0; ]
1500600257[186 72 31 58 2 0 0; 469 64 30 71 3 0 0; ]
1500600258[183 72 31 58 2 0 0; 463 65 30 71 3 0 0; 485 75 24 53 4 0 0; ]
1500600259[180 72 31 58 2 0 0; 458 65 30 71 3 0 0; 480 75 24 53 4 0 0; ]
1500600260[176 72 31 58 2 0 0; 453 65 30 71 3 0 0; 475 75 24 53 4 0 0; ]
1500600261[173 72 31 58 2 0 0; 447 65 30 71 3 0 0; 469 75 24 53 4 0 0; ]
1500600262[169 72 31 58 2 0 0; 442 65 30 71 3 0 0; 464 75 24 53 4 0 0; ]
1500600263[166 72 31 58 2 0 0; 437 65 30 71 3 0 0; 459 75 24 53 4 0 0; ]
1500600264[162 72 31 58 2 0 0; 431 65 30 71 3 0 0; 453 75 24 53 4 0 0; ]
1500600265[158 72 31 58 2 0 0; 426 65 30 71 3 0 0; 448 75 24 53 4 0 0; ]
1500600266[155 71 31 58 2 0 0; 421 65 30 71 3 0 0; 443 75 25 53 4 0 0; ]
1500600267[151 71 31 58 2 0 0; 415 65 30 71 3 0 0; 437 75 25 53 4 0 0; ]
1500600268[148 71 31 58 2 0 0; 410 65 30 71 3 0 0; 432 75 25 53 4 0 0; ]
1500600269[144 71 31 58 2 0 0; 405 65 30 71 3 0 0; 427 75 25 53 4 0 0; ]
1500600270[140 71 31 58 2 0 0; 399 65 30 71 3 0 0; 421 75 25 53 4 0 0; ]
1500600271[137 71 31 59 2 0 0; 394 65 30 71 3 0 0; 416 75 25 53 4 0 0; ]
1500600272[133 71 31 59 2 0 0; 389 65 30 71 3 0 0; 411 75 25 53 4 0 0; ]
1500600273[129 71 31 59 2 0 0; 384 66 30 71 3 0 0; 405 75 25 53 4 0 0; ]
1500600274[125 71 31 59 2 0 0; 378 66 30 71 3 0 0; 400 75 25 53 4 0 0; ]
1500600275[122 71 31 59 2 0 0; 373 66 30 71 3 0 0; 395 75 25 53 4 0 0; ]
1500600276[118 71 31 59 2 0 0; 368 66 30 71 3 0 0; 390 75 25 53 4 0 0; ]
1500600277[114 71 31 59 2 0 0; 362 66 30 71 3 0 0; 384 75 25 53 4 0 0; ]
1500600278[110 70 32 59 2 0 0; 357 66 30 71 3 0 0; 379 75 25 53 4 0 0; ]
1500600279[106 70 32 59 2 0 0; 352 66 30 71 3 0 0; 374 75 25 53 4 0 0; ]
1500600280[103 70 32 59 2 0 0; 347 66 30 71 3 0 0; 369 75 26 53 4 0 0; ]
1500600281[99 70 32 59 2 0 0; 341 66 30 71 3 0 0; 363 75 26 53 4 0 0; ]
1500600282[95 70 32 59 2 0 0; 336 66 30 71 3 0 0; 358 75 26 53 4 0 0; ]
1500600283[91 70 32 59 2 0 0; 331 66 30 71 3 0 0; 353 75 26 53 4 0 0; ]
1500600284[87 70 32 60 2 0 0; 326 66 30 71 3 0 0; 348 75 26 53 4 0 0; ]
1500600285[83 70 32 60 2 0 0; 320 66 30 71 3 0 0; 343 75 26 53 4 0 0; ]
1500600286[79 70 32 60 2 0 0; 315 66 30 71 3 0 0; 337 75 26 53 4 0 0; ]
1500600287[75 70 32 60 2 0 0; 310 66 30 71 3 0 0; 332 75 26 53 4 0 0; ]
1500600288[71 70 32 60 2 0 0; 305 66 30 71 3 0 0; 327 75 26 53 4 0 0; ]
1500600289[67 70 32 60 2 0 0; 299 66 30 71 3 0 0; 322 75 26 53 4 0 0; ]
1500600290[63 70 32 60 2 0 0; 294 66 30 71 3 0 0; 317 75 26 53 4 0 0; ]
1500600291[59 69 32 60 2 0 0; 289 66 30 71 3 0 0; 312 75 26 53 4 0 0; ]
1500600292[55 69 32 60 2 0 0; 284 66 30 71 3 0 0; 306 75 26 53 4 0 0; ]
1500600293[51 69 32 60 2 0 0; 278 66 30 71 3 0 0; 301 75 26 53 4 0 0; ]
1500600294[46 69 32 60 2 0 0; 273 66 30 71 3 0 0; 296 75 26 53 4 0 0; ]
1500600295[42 69 33 60 2 0 0; 268 66 30 71 3 0 0; 291 75 26 53 4 0 0; ]
1500600296[37 69 33 60 2 0 0; 263 66 30 71 3 0 0; 286 75 26 53 4 0 0; ]
1500600297[33 69 33 61 2 0 0; 257 66 30 71 3 0 0; 281 75 26 53 4 0 0; ]
1500600298[28 69 33 61 2 0 0; 252 66 30 70 3 0 0; 276 75 26 53 4 0 0; ]
1500600299[24 69 33 61 2 0 0; 247 66 30 70 3 0 0; 271 75 26 53 4 0 0; ]
1500600300[19 69 33 61 2 0 0; 242 66 31 70 3 0 0; 266 75 26 53 4 0 0; ]
1500600301[15 69 34 61 2 0 0; 236 66 31 70 3 0 0; 261 75 26 53 4 0 0; ]
1500600302[10 69 34 61 2 0 0; 231 66 31 70 3 0 0; 255 75 26 53 4 0 0; ]
1500600303[6 68 34 61 2 0 0; 226 66 31 70 3 0 0; 250 75 26 53 4 0 0; ]
1500600304[1 68 34 61 2 0 0; 221 66 31 70 3 0 0; 245 75 26 53 4 0 0; ]
1500600305[215 66 31 70 3 0 0; 240 75 26 53 4 0 0; ]
1500600306[210 66 31 69 3 0 0; 235 75 26 53 4 0 0; ]
1500600307[205 66 31 69 3 0 0; 230 75 26 53 4 0 0; ]
1500600308[200 66 32 69 3 0 0; 225 75 26 53 4 0 0; ]
1500600309[195 66 32 69 3 0 0; 220 75 26 53 4 0 0; ]
1500600310[190 66 32 69 3 0 0; 215 75 26 53 4 0 0; ]
1500600311[184 66 32 69 3 0 0; 210 75 26 53 4 0 0; ]
1500600312[179 66 32 69 3 0 0; 205 75 26 53 4 0 0; ]
1500600313[174 66 32 69 3 0 0; 200 75 26 53 4 0 0; ]
1500600314[169 66 32 69 3 0 0; 196 75 26 53 4 0 0; ]
1500600315[164 66 32 69 3 0 0; 191 75 26 53 4 0 0; ]
1500600316[159 66 32 69 3 0 0; 186 74 26 53 4 0 0; ]
1500600317[154 66 32 69 3 0 0; 181 74 26 53 4 0 0; ]
1500600318[149 66 32 69 3 0 0; 176 74 26 53 4 0 0; ]
1500600319[144 66 32 69 3 0 0; 171 74 26 53 4 0 0; ]
1500600320[139 66 32 69 3 0 0; 166 74 26 54 4 0 0; ]
1500600321[134 66 32 69 3 0 0; 161 74 26 54 4 0 0; ]
1500600322[129 66 32 69 3 0 0; 156 74 26 54 4 0 0; ]
1500600323[124 66 32 69 3 0 0; 151 74 26 54 4 0 0; ]
1500600324[119 66 32 69 3 0 0; 146 74 26 54 4 0 0; ]
1500600325[115 66 32 69 3 0 0; 142 74 26 54 4 0 0; ]
1500600326[110 66 32 69 3 0 0; 137 74 26 54 4 0 0; ]
1500600327[105 66 32 69 3 0 0; 132 74 26 54 4 0 0; ]
1500600328[100 66 32 69 3 0 0; 127 74 26 54 4 0 0; ]
1500600329[95 66 32 69 3 0 0; 122 74 25 54 4 0 0; ]
1500600330[90 66 32 69 3 0 0; 117 74 25 54 4 0 0; ]
1500600331[85 66 32 69 3 0 0; 113 74 25 54 4 0 0; ]
1500600332[80 65 32 69 3 0 0; 108 74 25 54 4 0 0; ]
1500600333[75 65 32 70 3 0 0; 103 74 25 54 4 0 0; ]
1500600334[71 65 32 70 3 0 0; 98 73 25 54 4 0 0; ]
1500600335[66 65 32 70 3 0 0; 93 73 25 54 4 0 0; ]
1500600336[61 65 32 70 3 0 0; 88 73 25 54 4 0 0; ]
1500600337[56 65 32 70 3 0 0; 84 73 25 54 4 0 0; ]
1500600338[51 65 32 70 3 0 0; 79 73 25 54 4 0 0; ]
1500600339[46 65 32 70 3 0 0; 74 73 24 54 4 0 0; ]
1500600340[42 65 32 70 3 0 0; 69 73 24 54 4 0 0; ]
1500600341[37 65 32 70 3 0 0; 65 73 24 54 4 0 0; ]
1500600342[32 65 32 70 3 0 0; 60 73 24 54 4 0 0; ]
1500600343[27 64 32 70 3 0 0; 55 73 24 54 4 0 0; ]
1500600344[23 64 32 70 3 0 0; 50 73 24 54 4 0 0; ]
1500600345[18 64 32 70 3 0 0; 46 72 24 55 4 0 0; ]
1500600346[13 64 32 70 3 0 0; 41 72 24 55 4 0 0; ]
1500600347[8 64 32 71 3 0 0; 36 72 24 55 4 0 0; ]
1500600348[4 64 32 71 3 0 0; 31 72 24 55 4 0 0; ]
1500600349[27 72 23 55 4 0 0; ]
1500600350[22 72 23 55 4 0 0; ]
1500600351[17 72 23 55 4 0 0; ]
1500600352[13 72 23 55 4 0 0; ]
1500600353[8 72 23 55 4 0 0; ]
1500600354[3 72 23 55 4 0 0; ]
1500600355[]
1500600356[]
1500600357[]
1500600358[]
