1500000001[]
1500000002[]
1500000003[429 81 16 34 1 0 0; ]
1500000180[422 67 28 50 5 1 0; ]
1500000181[422 67 28 51 5 1 0; ]
1500000182[422 66 28 51 5 1 0; ]
1500000183[422 66 28 51 5 1 0; ]
1500000184[422 66 28 51 5 1 0; ]
1500000185[422 65 28 52 5 1 0; ]
1500000186[422 65 29 52 5 1 0; ]
1500000187[422 64 29 52 5 1 0; 461 66 22 53 6 1 0; ]
1500000188[422 64 29 53 5 1 0; 461 66 23 52 6 1 0; ]
1500000189[422 64 29 53 5 1 0; 461 65 23 52 6 1 0; ]
1500000190[422 63 29 53 5 1 0; 462 65 23 52 6 1 0; ]
1500000191[422 63 29 53 5 1 0; 462 64 24 52 6 1 0; ]
1500000192[422 62 29 54 5 1 0; 462 64 24 53 6 1 0; ]
1500000193[422 62 30 54 5 1 0; 463 63 24 54 6 1 0; ]
1500000194[422 62 30 54 5 1 0; 463 63 24 55 6 1 0; ]
1500000195[422 61 30 55 5 1 0; 464 63 25 55 6 1 0; ]
1500000196[423 60 30 55 5 1 0; 464 62 25 56 6 1 0; ]
1500000197[423 60 31 56 5 1 0; 464 62 25 56 6 1 0; ]
1500000198[423 59 31 56 5 1 0; 465 61 26 56 6 1 0; ]
1500000199[423 59 31 56 5 1 0; 465 61 26 56 6 1 0; ]
1500000200[423 58 32 57 5 1 0; 465 60 26 57 6 1 0; ]
1500000201[424 58 32 57 5 0 0; 466 60 27 57 6 1 0; ]
1500000202[424 57 32 58 5 0 0; 466 59 27 57 6 1 0; ]
1500000203[424 57 33 58 5 0 0; 467 59 27 57 6 1 0; ]
1500000204[424 56 33 58 5 0 0; 467 59 27 57 6 1 0; ]
1500000205[424 56 34 59 5 0 0; 467 59 28 58 6 1 0; ]
1500000206[425 55 34 59 5 0 0; 468 60 28 58 6 1 0; ]
1500000207[425 55 34 60 5 0 0; 468 60 28 58 6 1 0; ]
1500000208[425 54 35 60 5 0 0; 469 60 28 58 6 1 0; ]
1500000209[425 54 35 60 5 0 0; 469 60 28 59 6 1 0; ]
1500000210[426 54 35 61 5 0 0; 469 60 29 59 6 1 0; ]
1500000211[426 55 34 62 5 0 0; 470 60 29 59 6 1 0; ]
1500000212[427 55 34 62 5 0 0; 470 60 29 60 6 1 0; ]
1500000213[427 55 34 63 5 0 0; 470 60 29 60 6 1 0; ]
1500000214[428 56 34 63 5 0 0; 471 61 30 60 6 1 0; ]
1500000215[429 56 34 64 5 0 0; 471 61 30 60 6 1 0; ]
1500000216[429 57 33 64 5 0 0; 472 61 30 61 6 1 0; ]
1500000217[430 57 33 65 5 0 0; 472 61 30 61 6 1 0; ]
1500000218[430 58 33 66 5 0 0; 473 62 30 62 6 1 0; ]
1500000219[431 58 33 66 5 0 0; 473 64 30 62 6 1 0; ]
1500000220[431 59 32 67 5 0 0; 474 65 30 63 6 1 0; ]
1500000221[432 59 32 67 5 0 0; 475 66 30 63 6 0 0; ]
1500000222[433 59 32 68 5 0 0; 475 66 30 63 6 0 0; ]
1500000223[433 60 32 68 5 0 0; 476 67 30 64 6 0 0; ]
1500000224[434 60 31 69 5 0 0; 476 68 30 64 6 0 0; ]
1500000225[436 62 31 67 5 0 0; 477 68 30 65 6 0 0; ]
1500000226[437 63 30 67 5 0 0; 478 69 30 65 6 0 0; ]
1500000227[438 63 31 67 5 0 0; 478 69 30 65 6 0 0; ]
1500000228[438 63 31 67 5 0 0; 479 69 30 66 6 0 0; ]
1500000229[438 63 32 68 5 0 0; 480 69 30 66 6 0 0; ]
1500000230[439 63 33 68 5 0 0; 480 69 30 66 6 0 0; ]
1500000231[439 62 33 69 5 0 0; 481 68 30 66 6 0 0; ]
1500000232[440 62 34 69 5 0 0; ]
1500000233[441 61 34 70 5 0 0; ]
1500000234[442 60 35 71 5 0 0; ]
1500000235[442 58 35 72 5 0 0; ]
1500000236[442 55 36 75 5 0 0; ]
1500000237[443 54 37 76 5 0 0; ]
1500000238[444 55 37 76 5 0 0; ]
1500000239[445 57 37 75 5 0 0; ]
1500000240[446 56 37 76 5 0 0; ]
1500000241[447 56 38 77 5 0 0; ]
1500000242[448 55 38 78 5 0 0; ]
1500000243[449 55 38 79 5 0 0; ]
1500000244[450 54 38 80 5 0 0; ]
1500000245[451 54 39 81 5 0 0; ]
1500000246[452 53 39 82 5 0 0; ]
1500000247[453 53 39 83 5 0 0; ]
1500000248[454 52 40 84 5 0 0; ]
1500000249[455 52 40 85 5 0 0; ]
1500000250[456 51 40 86 5 0 0; ]
1500000251[457 51 40 87 5 0 0; ]
1500000252[458 50 41 88 5 0 0; ]
1500000253[459 50 41 89 5 0 0; ]
1500000254[461 49 41 90 5 0 0; ]
1500000255[462 49 42 92 5 0 0; ]
1500000256[464 48 42 93 5 0 0; ]
1500000257[465 47 43 95 5 0 0; ]
1500000258[467 46 43 97 5 0 0; ]
1500000259[]
1500000260[]
1500000261[]
1500000262[]
1500000263[]
1500000264[]
1500000265[]
1500000266[]
1500000267[]
1500000268[]
1500000269[]
1500000270[]
1500000271[]
1500000272[]
1500000273[]
1500000274[]
1500000275[]
1500000276[]
1500000277[]
1500000278[]
1500000279[]
1500000280[]
1500000281[]
1500000282[]
1500000283[]
1500000284[]
1500000285[]
1500000286[]
1500000287[]
1500000288[]
1500000289[]
1500000290[]
1500000291[]
1500000292[]
1500000293[]
1500000294[]
1500000295[]
1500000296[]
1500000297[]
1500000298[]
1500000299[]
1500000300[]
1500000301[]
1500000302[]
1500000303[]
1500000304[]
1500000305[]
1500000306[]
