0600200001[]
0600200002[]
0600200003[]
0600200004[119 126 19 39 0 0 1; 70 118 19 41 1 0 1; ]
0600200085[126 139 22 50 0 0 1; 62 131 22 53 1 0 1; ]
0600200086[126 138 22 50 0 0 1; 62 128 22 54 1 0 1; ]
0600200087[126 138 22 51 0 0 1; 62 128 22 55 1 0 1; ]
0600200088[126 140 22 50 0 0 1; 62 129 22 57 1 0 1; ]
0600200089[126 142 23 50 0 0 1; 62 129 22 56 1 0 1; ]
0600200090[126 141 23 51 0 0 1; 61 130 22 55 1 0 1; ]
0600200091[126 140 23 52 0 0 1; 61 131 23 55 1 0 1; ]
0600200092[126 140 23 53 0 0 1; 60 133 23 55 1 0 1; ]
0600200093[126 141 23 53 0 0 1; 60 135 23 56 1 0 1; ]
0600200094[126 144 24 53 0 0 1; 60 135 23 56 1 0 1; ]
0600200095[129 144 24 52 0 0 1; 60 135 23 56 1 0 1; ]
0600200096[130 144 24 51 0 0 1; 60 135 23 56 1 0 1; ]
0600200097[129 147 24 49 0 0 1; 60 135 23 57 1 0 1; ]
0600200098[128 148 24 47 0 0 1; 60 135 23 57 1 0 1; ]
0600200099[129 146 24 49 0 0 1; 60 135 23 58 1 0 1; ]
0600200100[131 144 24 51 0 0 1; 60 134 23 58 1 0 1; ]
0600200101[129 145 26 51 0 0 1; 59 136 24 56 1 0 1; ]
0600200102[130 147 23 50 0 0 1; 57 138 25 54 1 0 1; ]
0600200103[132 143 23 50 0 0 1; 61 130 23 60 1 0 1; ]
0600200104[134 139 23 51 0 0 1; 61 129 24 56 1 0 1; ]
0600200105[134 141 23 51 0 0 1; 61 130 24 57 1 0 1; ]
0600200106[134 143 23 52 0 0 1; 62 133 25 58 1 0 1; ]
0600200107[135 143 23 52 0 0 1; 62 134 25 59 1 0 1; ]
0600200108[137 143 22 52 0 0 1; 62 134 25 60 1 0 1; ]
0600200109[139 144 22 52 0 0 1; 62 134 25 60 1 0 1; ]
0600200110[139 144 23 54 0 0 1; 63 134 24 60 1 0 1; ]
0600200111[139 144 24 54 0 0 1; 63 134 24 61 1 0 1; ]
0600200112[141 139 25 52 0 0 1; 66 132 24 58 1 0 1; ]
0600200113[142 141 23 54 0 0 1; 64 131 28 62 1 0 1; ]
0600200114[143 141 23 54 0 1 1; 65 132 27 61 1 0 1; ]
0600200115[145 141 24 54 0 1 1; 65 133 26 60 1 0 1; ]
0600200116[146 140 24 54 0 1 1; 65 133 26 59 1 0 1; ]
0600200117[146 139 24 54 0 1 1; 65 132 26 59 1 0 1; ]
0600200118[146 138 25 55 0 1 1; 65 131 25 58 1 0 1; ]
0600200119[146 137 25 55 0 1 1; 64 128 25 61 1 0 1; ]
0600200120[148 133 25 55 0 1 1; 68 123 24 64 1 0 1; ]
0600200121[151 131 25 56 0 1 1; 68 123 25 62 1 0 1; ]
0600200122[152 131 25 55 0 1 1; 69 124 25 60 1 0 1; ]
0600200123[153 133 25 55 0 1 1; 69 125 25 60 1 0 1; ]
0600200124[155 135 24 52 0 1 1; 70 126 25 62 1 0 1; ]
0600200125[156 137 24 53 0 1 1; 71 128 25 63 1 0 1; ]
0600200126[157 138 24 53 0 1 1; 71 129 25 63 1 0 1; ]
0600200127[158 140 24 53 0 1 1; 71 129 26 63 1 0 1; ]
0600200128[159 141 24 53 0 1 1; 71 129 26 62 1 0 1; ]
0600200129[160 140 24 53 0 1 1; 72 130 27 62 1 0 1; ]
0600200130[162 137 25 53 0 1 1; 72 130 27 62 1 0 1; ]
0600200131[163 135 25 53 0 1 1; 73 128 27 63 1 0 1; ]
0600200132[163 134 25 53 0 1 1; 74 125 27 65 1 0 1; ]
0600200133[163 133 25 53 0 1 1; 74 122 27 66 1 0 1; ]
0600200134[163 132 25 52 0 1 1; 74 121 27 66 1 0 1; ]
0600200135[163 132 24 52 0 1 1; 74 120 26 66 1 0 1; ]
0600200136[163 131 24 52 0 1 1; 73 120 26 65 1 0 1; ]
0600200137[163 131 25 52 0 1 1; 71 120 26 64 1 0 1; ]
0600200138[163 131 26 54 0 1 1; 71 120 26 64 1 0 1; ]
0600200139[162 131 26 55 0 1 1; 70 120 26 65 1 0 1; ]
0600200140[162 132 26 55 0 1 1; 69 121 26 66 1 0 1; ]
0600200141[162 133 25 55 0 1 1; 69 122 26 67 1 0 1; ]
0600200142[162 134 25 55 0 1 1; 68 123 28 67 1 0 1; ]
0600200143[162 136 26 56 0 1 1; 67 124 26 68 1 0 1; ]
0600200144[162 138 26 56 0 1 1; 66 125 28 68 1 0 1; ]
0600200145[162 140 26 56 0 1 1; 66 126 29 68 1 0 1; ]
0600200146[161 141 25 57 0 1 1; 65 128 28 68 1 0 1; ]
0600200147[161 142 25 57 0 1 1; 64 129 27 68 1 0 1; ]
0600200148[160 141 26 58 0 1 1; 64 130 25 68 1 0 1; ]
0600200149[160 140 26 59 0 1 1; 63 130 26 68 1 0 1; ]
0600200150[159 139 26 59 0 1 1; 61 130 27 68 1 0 1; ]
0600200151[159 137 27 60 0 1 1; 60 129 27 68 1 0 1; ]
0600200152[158 136 27 60 0 1 1; 59 128 27 68 1 0 1; ]
0600200153[158 134 27 60 0 1 1; 58 126 27 68 1 0 1; ]
0600200154[157 133 27 61 0 1 1; 57 124 27 68 1 0 1; ]
0600200155[157 131 27 61 0 1 1; 56 121 27 69 1 0 1; ]
0600200156[156 129 27 61 0 1 1; 55 119 27 69 1 0 1; ]
0600200157[156 128 27 61 0 1 1; 54 116 27 69 1 0 1; ]
0600200158[155 126 27 61 0 1 1; 53 114 27 69 1 0 1; ]
0600200159[155 124 27 61 0 1 1; 52 112 27 69 1 0 1; ]
0600200160[154 120 27 62 0 1 1; 51 111 28 70 1 0 1; ]
0600200161[154 121 27 62 0 1 1; 50 111 28 71 1 0 1; ]
0600200162[154 124 27 62 0 1 1; 49 113 28 72 1 0 1; ]
0600200163[153 128 27 62 0 1 1; 48 115 29 75 1 0 1; ]
0600200164[153 133 27 62 0 1 1; 47 121 28 74 1 0 1; ]
0600200165[153 140 28 62 0 1 1; 47 127 29 74 1 0 1; ]
0600200166[153 146 29 63 0 1 1; 47 133 30 75 1 0 1; ]
0600200167[153 149 29 63 0 1 1; 47 137 32 75 1 0 1; ]
0600200168[153 150 29 63 0 1 1; 46 139 32 74 1 0 1; ]
0600200169[153 150 29 64 0 1 1; 45 139 33 73 1 0 1; ]
0600200170[153 144 29 66 0 1 1; 45 136 34 74 1 0 1; ]
0600200171[153 139 29 66 0 1 1; 45 130 34 75 1 0 1; ]
0600200172[154 134 29 66 0 1 1; 45 127 34 76 1 0 1; ]
0600200173[156 131 30 65 0 1 1; 47 123 33 77 1 0 1; ]
0600200174[158 128 30 63 0 1 1; 49 120 33 78 1 0 1; ]
0600200175[161 126 28 64 0 1 1; 51 117 32 78 1 0 1; ]
0600200176[164 124 27 65 0 1 1; 51 114 32 78 1 0 1; ]
0600200177[165 122 29 66 0 1 1; 51 111 33 77 1 0 1; ]
0600200178[166 119 30 66 0 1 1; 51 109 33 76 1 0 1; ]
0600200179[169 116 30 66 0 1 1; 54 103 33 77 1 0 1; ]
0600200180[172 111 30 66 0 1 1; 56 98 32 79 1 0 1; ]
0600200181[177 108 30 66 0 1 1; 59 95 32 80 1 0 1; ]
0600200182[181 106 30 65 0 1 1; 62 94 32 81 1 0 1; ]
0600200183[186 107 30 66 0 1 1; 65 95 32 82 1 0 1; ]
0600200184[190 109 29 67 0 1 1; 68 98 32 83 1 0 1; ]
0600200185[195 113 29 68 0 1 1; 72 102 32 84 1 0 1; ]
0600200186[199 117 29 68 0 1 1; 76 106 32 85 1 0 1; ]
0600200187[204 123 29 69 0 1 1; 80 111 32 86 1 0 1; ]
0600200188[210 131 29 69 0 1 1; 84 118 33 87 1 0 1; ]
0600200189[215 140 30 69 0 1 1; 88 125 34 87 1 0 1; ]
0600200190[222 145 30 69 0 1 1; 93 130 35 88 1 0 1; ]
0600200191[229 149 31 69 0 1 1; 98 135 35 87 1 0 1; ]
0600200192[236 152 31 69 0 1 1; 105 139 35 85 1 0 1; ]
0600200193[244 155 31 69 0 1 1; 112 142 35 82 1 0 1; ]
0600200194[252 157 31 68 0 1 1; 119 144 35 83 1 0 1; 2 145 46 93 2 0 1; ]
0600200195[260 158 30 68 0 0 1; 127 145 36 84 1 0 1; 10 146 46 93 2 0 1; ]
0600200196[269 160 30 67 0 0 1; 134 146 36 85 1 0 1; 19 147 46 93 2 0 1; ]
0600200197[278 161 30 67 0 0 1; 142 148 36 85 1 0 1; 28 148 46 93 2 0 1; ]
0600200198[287 161 30 67 0 0 1; 150 148 36 85 1 0 1; 37 149 45 93 2 0 1; ]
0600200199[296 162 30 68 0 0 1; 158 149 37 85 1 0 1; 47 149 45 92 2 0 1; ]
0600200200[306 163 30 68 0 0 1; 167 150 37 85 1 0 1; 57 150 44 91 2 0 1; ]
0600200201[315 163 31 70 0 0 1; 175 150 37 85 1 0 1; 67 150 43 90 2 0 1; ]
0600200202[325 164 31 71 0 0 1; 184 150 36 86 1 0 1; 77 150 42 87 2 0 1; ]
0600200203[334 164 32 72 0 0 1; 193 150 35 87 1 0 1; 87 150 42 85 2 0 1; ]
0600200204[344 164 32 74 0 0 1; 202 150 35 88 1 0 1; 97 151 41 83 2 0 1; ]
0600200205[355 167 32 72 0 0 1; 211 150 35 88 1 0 1; 107 152 41 82 2 0 1; ]
0600200206[366 169 32 71 0 0 1; 220 152 35 88 1 0 1; 117 154 40 81 2 0 1; ]
0600200207[378 171 32 70 0 0 1; 230 154 35 88 1 0 1; 128 157 40 80 2 0 1; ]
0600200208[390 171 32 69 0 0 1; 239 156 36 88 1 0 1; 139 159 40 79 2 0 1; ]
0600200209[402 171 33 70 0 0 1; 250 156 37 89 1 0 1; 150 159 40 81 2 0 1; ]
0600200210[414 171 33 71 0 0 1; 261 156 37 90 1 0 1; 162 159 40 84 2 0 1; ]
0600200211[427 171 33 72 0 0 1; 272 156 38 91 1 0 1; 174 158 40 87 2 0 1; ]
0600200212[440 171 33 73 0 0 1; 283 155 38 91 1 0 1; 186 158 41 88 2 0 1; ]
0600200213[453 171 33 73 0 0 1; 295 154 39 92 1 0 1; 198 157 41 89 2 0 1; ]
0600200214[467 169 34 73 0 0 1; 307 153 39 92 1 0 1; 211 156 42 90 2 0 1; ]
0600200215[319 152 40 93 1 0 1; 223 154 42 90 2 0 1; ]
0600200216[331 152 41 94 1 0 1; 236 152 43 90 2 0 1; ]
0600200217[343 151 42 95 1 0 1; 250 154 44 90 2 0 1; ]
0600200218[355 151 43 96 1 0 1; 264 155 44 91 2 0 1; ]
0600200219[368 151 44 97 1 0 1; 278 155 44 91 2 0 1; ]
0600200220[382 150 44 96 1 0 1; 293 155 45 91 2 0 1; ]
0600200221[397 149 44 96 1 0 1; 308 154 45 91 2 0 1; ]
0600200222[413 149 44 95 1 0 1; 323 153 45 91 2 0 1; ]
0600200223[429 148 45 94 1 0 1; 338 152 45 92 2 0 1; ]
0600200224[444 146 44 96 1 0 1; 354 150 45 93 2 0 1; ]
0600200225[458 143 44 98 1 0 1; 371 148 45 94 2 0 1; ]
0600200226[387 146 45 95 2 0 1; ]
0600200227[404 143 45 96 2 0 1; ]
0600200228[421 139 45 96 2 0 1; ]
0600200229[439 133 45 96 2 0 1; ]
0600200230[456 126 45 96 2 0 1; ]
0600200231[]
0600200232[]
0600200233[]
0600200234[]
0600200235[]
0600200236[]
0600200237[]
0600200238[]
0600200239[]
0600200240[]
0600200241[]
0600200242[]
0600200243[]
0600200244[]
0600200245[]
0600200246[]
0600200247[]
0600200248[]
0600200249[]
0600200250[]
0600200251[]
0600200252[]
0600200253[]
0600200254[]
0600200255[]
0600200256[]
0600200257[]
0600200258[]
0600200259[]
0600200260[]
0600200261[]
0600200262[]
0600200263[]
0600200264[]
0600200265[]
0600200266[]
0600200267[]
0600200268[]
0600200269[]
0600200270[]
0600200271[]
0600200272[]
0600200273[]
0600200274[]
0600200275[]
0600200276[]
0600200277[]
0600200278[]
0600200279[]
0600200280[]
0600200281[]
0600200282[]
0600200283[]
0600200284[]
0600200285[]
0600200286[]
0600200287[]
0600200288[]
0600200289[]
0600200290[]
0600200291[]
0600200292[]
0600200293[]
0600200294[]
0600200295[]
0600200296[]
0600200297[]
0600200298[]
0600200299[]
0600200300[]
0600200301[]
0600200302[]
0600200303[]
0600200304[]
0600200305[]
0600200306[]
0600200307[]
0600200308[]
0600200309[]
0600200310[]
0600200311[]
0600200312[]
0600200313[]
0600200314[]
0600200315[]
0600200316[]
0600200317[]
0600200318[]
0600200319[]
0600200320[]
0600200321[]
0600200322[]
0600200323[]
0600200324[]
0600200325[]
0600200326[]
0600200327[]
0600200328[]
0600200329[]
0600200330[]
0600200331[]
0600200332[]
0600200333[]
0600200334[]
0600200335[]
0600200336[]
0600200337[]
0600200338[]
0600200339[]
0600200340[]
0600200341[]
0600200342[]
0600200343[]
0600200344[]
0600200345[72 123 16 38 3 0 0; ]
0600200346[73 121 17 39 3 0 0; ]
0600200347[75 120 17 41 3 0 0; ]
0600200348[76 120 18 42 3 0 0; ]
0600200349[78 120 18 42 3 0 0; ]
0600200350[81 121 18 42 3 0 0; ]
0600200351[83 123 18 41 3 0 0; ]
0600200352[86 124 18 41 3 0 0; ]
0600200353[87 121 19 44 3 0 0; ]
0600200354[90 120 19 43 3 0 0; ]
0600200355[92 119 19 41 3 0 0; ]
0600200356[93 121 18 41 3 0 0; ]
0600200357[93 122 17 41 3 0 0; ]
0600200358[95 119 18 44 3 0 0; ]
0600200359[97 116 20 46 3 0 0; ]
0600200360[99 116 19 43 3 0 0; ]
0600200361[101 118 19 41 3 0 0; ]
0600200362[102 121 19 41 3 0 0; ]
0600200363[104 123 19 40 3 0 0; ]
0600200364[106 122 19 41 3 0 0; ]
0600200365[108 121 19 42 3 0 0; ]
0600200366[108 124 18 42 3 0 0; ]
0600200367[109 125 19 43 3 0 0; ]
0600200368[110 126 19 43 3 0 0; ]
0600200369[112 126 19 43 3 0 0; ]
0600200370[113 129 20 42 3 0 0; ]
0600200371[114 132 20 42 3 0 0; ]
0600200372[117 131 21 42 3 0 0; ]
0600200373[119 130 22 44 3 0 0; ]
0600200374[119 129 22 48 3 0 0; ]
0600200375[119 129 23 48 3 0 0; ]
0600200376[]
0600200377[123 123 22 48 4 0 0; ]
0600200378[128 121 20 45 4 0 0; ]
0600200379[127 121 21 43 4 0 0; ]
0600200380[129 119 21 44 4 0 0; ]
0600200381[133 117 21 45 4 0 0; ]
0600200382[135 117 21 46 4 0 0; ]
0600200383[136 117 22 46 4 0 0; ]
0600200384[138 117 23 46 4 0 0; ]
0600200385[139 117 23 46 4 0 0; ]
0600200386[141 118 23 46 4 0 0; ]
0600200387[143 120 22 45 4 0 0; ]
0600200388[145 121 22 45 4 0 0; ]
0600200389[148 121 22 44 4 0 0; ]
0600200390[150 121 22 45 4 0 0; ]
0600200391[153 121 22 46 4 0 0; ]
0600200392[156 121 22 48 4 0 0; ]
0600200393[157 121 23 47 4 0 0; ]
0600200394[158 121 23 47 4 0 0; ]
0600200395[160 121 22 47 4 0 0; ]
0600200396[162 121 21 47 4 0 0; ]
0600200397[165 121 20 47 4 0 0; ]
0600200398[168 121 20 47 4 0 0; ]
0600200399[171 121 20 47 4 0 0; ]
0600200400[173 121 20 47 4 0 0; ]
0600200401[174 123 20 47 4 0 0; ]
0600200402[175 127 20 47 4 0 0; ]
0600200403[176 130 21 47 4 0 0; ]
0600200404[177 132 22 47 4 0 0; ]
0600200405[178 132 22 47 4 0 0; ]
0600200406[179 132 23 47 4 0 0; ]
0600200407[181 128 25 51 4 0 0; ]
0600200408[183 124 24 50 4 0 0; ]
0600200409[185 120 23 48 4 0 0; ]
0600200410[186 117 23 48 4 0 0; ]
0600200411[188 114 22 47 4 0 0; ]
0600200412[190 112 22 48 4 0 0; ]
0600200413[192 109 22 48 4 0 0; ]
0600200414[193 107 22 48 4 0 0; ]
0600200415[194 107 22 48 4 0 0; ]
0600200416[195 107 23 49 4 0 0; ]
0600200417[195 108 24 50 4 0 0; ]
0600200418[195 109 25 50 4 0 0; ]
0600200419[196 111 25 51 4 0 0; ]
0600200420[197 112 25 51 4 0 0; ]
0600200421[198 113 24 52 4 0 0; ]
0600200422[200 115 22 53 4 0 0; ]
0600200423[199 116 24 55 4 0 0; ]
0600200424[199 117 26 57 4 0 0; ]
0600200425[198 118 27 58 4 0 0; ]
0600200426[198 119 27 59 4 0 0; ]
0600200427[198 120 27 59 4 0 0; ]
0600200428[199 121 25 58 4 0 0; ]
0600200429[199 122 24 58 4 0 0; ]
0600200430[199 123 24 58 4 0 0; ]
0600200431[198 125 26 57 4 0 0; ]
0600200432[195 126 27 56 4 0 0; ]
0600200433[193 124 27 57 4 0 0; ]
0600200434[192 121 27 58 4 0 0; ]
0600200435[190 118 27 58 4 0 0; ]
0600200436[188 116 27 59 4 0 0; ]
0600200437[185 113 27 59 4 0 0; ]
0600200438[182 109 29 64 4 0 0; ]
0600200439[179 108 30 66 4 0 0; ]
0600200440[175 108 31 67 4 0 0; ]
0600200441[172 108 32 68 4 0 0; ]
0600200442[169 108 31 68 4 0 0; ]
0600200443[165 108 31 68 4 0 0; ]
0600200444[162 109 30 69 4 0 0; ]
0600200445[159 109 30 69 4 0 0; ]
0600200446[156 110 32 68 4 0 0; ]
0600200447[152 110 34 68 4 0 0; ]
0600200448[149 111 33 67 4 0 0; ]
0600200449[146 111 32 66 4 0 0; ]
0600200450[143 111 32 67 4 0 0; ]
0600200451[139 110 31 70 4 0 0; ]
0600200452[136 110 31 73 4 0 0; ]
0600200453[132 110 32 73 4 0 0; ]
0600200454[128 110 33 73 4 0 0; ]
0600200455[124 110 34 74 4 0 0; ]
0600200456[120 110 35 75 4 0 0; ]
0600200457[116 109 36 76 4 0 0; ]
0600200458[112 107 37 79 4 0 0; ]
0600200459[108 105 38 80 4 0 0; ]
0600200460[104 104 38 81 4 0 0; ]
0600200461[100 103 39 82 4 0 0; ]
0600200462[96 101 39 84 4 0 0; ]
0600200463[91 100 40 85 4 0 0; ]
0600200464[87 98 40 87 4 0 0; ]
0600200465[82 96 40 88 4 0 0; ]
0600200466[78 95 41 90 4 0 0; ]
0600200467[74 93 41 91 4 0 0; ]
0600200468[69 92 42 94 4 0 0; ]
0600200469[63 92 43 97 4 0 0; ]
0600200470[58 91 45 99 4 0 0; ]
0600200471[53 91 46 101 4 0 0; ]
0600200472[48 92 47 103 4 0 0; ]
0600200473[42 93 48 104 4 0 0; ]
0600200474[36 94 50 105 4 0 0; ]
0600200475[31 94 51 106 4 0 0; ]
0600200476[25 94 52 108 4 0 0; ]
0600200477[19 93 53 110 4 0 0; ]
0600200478[13 91 54 112 4 0 0; ]
0600200479[7 90 55 114 4 0 0; ]
0600200480[1 87 56 117 4 0 0; ]
0600200481[]
0600200482[]
0600200483[]
0600200484[]
0600200485[]
0600200486[]
0600200487[]
0600200488[]
0600200489[]
0600200490[]
0600200491[]
0600200492[]
0600200493[]
0600200494[]
0600200495[]
0600200496[]
0600200497[]
0600200498[]
0600200499[]
0600200500[]
0600200501[]
0600200502[]
0600200503[]
0600200504[]
0600200505[]
0600200506[]
0600200507[]
0600200508[]
0600200509[]
0600200510[]
0600200511[]
0600200512[]
0600200513[]
0600200514[]
0600200515[]
0600200516[]
0600200517[]
0600200518[]
0600200519[]
0600200520[]
0600200521[]
0600200522[]
0600200523[]
0600200524[]
0600200525[]
0600200526[]
0600200527[]
0600200528[]
0600200529[]
0600200530[]
0600200531[]
0600200532[]
0600200533[]
0600200534[]
0600200535[]
0600200536[]
0600200537[]
0600200538[]
0600200539[]
0600200540[]
0600200541[]
0600200542[]
0600200543[]
0600200544[]
0600200545[]
0600200546[]
0600200547[]
0600200548[]
0600200549[]
0600200550[]
0600200551[]
0600200552[]
0600200553[]
0600200554[]
0600200555[]
0600200556[]
0600200557[]
0600200558[]
0600200559[]
0600200560[]
0600200561[]
0600200562[]
0600200563[]
0600200564[]
0600200565[]
0600200566[]
0600200567[]
0600200568[]
0600200569[]
0600200570[]
0600200571[]
0600200572[]
0600200573[]
0600200574[]
0600200575[]
0600200576[]
0600200577[]
0600200578[]
0600200579[]
0600200580[]
0600200581[]
0600200582[]
0600200583[]
0600200584[]
0600200585[]
0600200586[]
0600200587[]
0600200588[]
0600200589[]
0600200590[]
0600200591[]
0600200592[]
0600200593[]
0600200594[]
0600200595[]
0600200596[]
0600200597[]
0600200598[]
0600200599[]
0600200600[]
0600200601[]
0600200602[]
0600200603[]
0600200604[]
0600200605[]
0600200606[]
0600200607[]
0600200608[]
0600200609[]
0600200610[]
0600200611[]
0600200612[]
0600200613[]
0600200614[]
0600200615[]
0600200616[]
0600200617[]
0600200618[]
0600200619[]
0600200620[]
0600200621[]
0600200622[]
0600200623[]
0600200624[]
0600200625[]
0600200626[]
0600200627[]
0600200628[]
0600200629[]
0600200630[]
0600200631[]
0600200632[]
0600200633[]
0600200634[]
0600200635[]
0600200636[]
0600200637[]
0600200638[]
0600200639[]
0600200640[]
0600200641[]
0600200642[]
0600200643[]
0600200644[]
0600200645[]
0600200646[]
0600200647[]
0600200648[]
0600200649[]
0600200650[]
0600200651[]
0600200652[]
0600200653[]
0600200654[]
0600200655[]
0600200656[]
0600200657[]
0600200658[]
0600200659[]
0600200660[]
0600200661[]
0600200662[]
0600200663[]
0600200664[]
0600200665[]
0600200666[]
0600200667[]
0600200668[]
0600200669[]
0600200670[]
0600200671[]
0600200672[]
0600200673[]
0600200674[]
0600200675[]
0600200676[]
0600200677[]
0600200678[]
0600200679[]
0600200680[]
0600200681[]
0600200682[]
0600200683[]
0600200684[]
0600200685[]
0600200686[]
0600200687[461 119 50 116 5 0 1; ]
0600200688[446 118 48 118 5 0 1; ]
